"producto","variedad","Precio Mayorista","Precio Minorista","Procedencia","observaciones","fecha","Mercado"
"Oca","Amarilla","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","","28/06/2013","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","28/06/2013","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","28/06/2013","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","28/06/2013","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","2   Bs.-/3 Libras","Santa Cruz","","28/06/2013","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","12   Bs.-/Docena","Santa Cruz","bs 1 c/u ","28/06/2013","Trinidad"
"Pollo","Criollo","0   Bs.-/Kilo","35   Bs.-/Kilo","Santa Cruz","kg 1/1/2 completo","28/06/2013","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","14   Bs.-/Kilo","Santa Cruz","","28/06/2013","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","8   Bs.-/Unidad","Santa Cruz","","28/06/2013","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","Santa Cruz","","28/06/2013","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","Santa Cruz","","28/06/2013","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","7   Bs.-/Kilo","Santa Cruz","","28/06/2013","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","28/06/2013","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","30   Bs.-/Arroba (@)","Beni","","28/06/2013","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","45   Bs.-/Arroba (@)","Santa Cruz","","28/06/2013","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","4   Bs.-/Kilo","Santa Cruz","","28/06/2013","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","15   Bs.-/Amarro","Santa Cruz","","27/06/2013","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","6   Bs.-/3 Libras","Santa Cruz","","27/06/2013","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","10   Bs.-/3 Libras","Santa Cruz","","27/06/2013","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","27/06/2013","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","27/06/2013","Trinidad"
"Azucar","Unagro","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","27/06/2013","Trinidad"
"Cebolla","Roja","0   Bs.-/Bolsa (8@)","35   Bs.-/Arroba (@)","Santa Cruz","","27/06/2013","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","8   Bs.-/Unidad","Santa Cruz","","27/06/2013","Trinidad"
"Durazno","Criollo","0   Bs.-/Caja de 23 Kg","25   Bs.-/Kilo","Santa Cruz","","27/06/2013","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","27/06/2013","Trinidad"
"Frejol","Mantecoso","0   Bs.-/qq","12   Bs.-/Kilo","Santa Cruz","","27/06/2013","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","62   Bs.-/Arroba (@)","Santa Cruz","","27/06/2013","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","68   Bs.-/100 U.","Santa Cruz","","27/06/2013","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","27/06/2013","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","4   Bs.-/Unidad","Santa Cruz","","27/06/2013","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","7   Bs.-/25 U.","Santa Cruz","","27/06/2013","Trinidad"
"Limon","de Licuar","0   Bs.-/100 U.","7   Bs.-/25 U.","Santa Cruz","","27/06/2013","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","27/06/2013","Trinidad"
"Maiz","Blanco","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","27/06/2013","Trinidad"
"Maiz","Duro","0   Bs.-/qq","4   Bs.-/Kilo","Santa Cruz","","27/06/2013","Trinidad"
"Mandarina","Japonesa","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","grande","27/06/2013","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","27/06/2013","Trinidad"
"Manzana","Lanin royal","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","Santa Cruz","chica","27/06/2013","Trinidad"
"Naranja","Criolla","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","27/06/2013","Trinidad"
"Oca","Amarilla","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","","27/06/2013","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","27/06/2013","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","27/06/2013","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","","27/06/2013","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","3   Bs.-/3 Libras","Santa Cruz","","27/06/2013","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","14   Bs.-/Docena","Santa Cruz","grande","27/06/2013","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","13   Bs.-/Kilo","Santa Cruz","","27/06/2013","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","7   Bs.-/Unidad","Santa Cruz","","27/06/2013","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","Santa Cruz","grande","27/06/2013","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","Santa Cruz","","27/06/2013","Trinidad"
"Trigo","Pelado o Curtido","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","Santa Cruz","","27/06/2013","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","25   Bs.-/Arroba (@)","Beni","","27/06/2013","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","50   Bs.-/Arroba (@)","Santa Cruz","grande","27/06/2013","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","3   Bs.-/Kilo","Santa Cruz","","27/06/2013","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","20   Bs.-/Amarro","Santa Cruz","","26/06/2013","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","6   Bs.-/3 Libras","Santa Cruz","","26/06/2013","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","10   Bs.-/3 Libras","Santa Cruz","","26/06/2013","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","26/06/2013","Trinidad"
"Azucar","Unagro","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","26/06/2013","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","6   Bs.-/Unidad","Santa Cruz","","26/06/2013","Trinidad"
"Cebolla","Roja","0   Bs.-/Bolsa (8@)","40   Bs.-/Arroba (@)","Santa Cruz","","26/06/2013","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","6   Bs.-/Unidad","Santa Cruz","","26/06/2013","Trinidad"
"Durazno","Criollo","0   Bs.-/Caja de 23 Kg","25   Bs.-/Kilo","Santa Cruz","","26/06/2013","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","12   Bs.-/Kilo","Santa Cruz","","26/06/2013","Trinidad"
"Frejol","Mantecoso","0   Bs.-/qq","14   Bs.-/Kilo","Santa Cruz","","26/06/2013","Trinidad"
"Frejol","Negro","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","26/06/2013","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","26/06/2013","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","62   Bs.-/Arroba (@)","Santa Cruz","princesa","26/06/2013","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","68   Bs.-/100 U.","Santa Cruz","segunda grandes","26/06/2013","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","26/06/2013","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","4   Bs.-/Unidad","Santa Cruz","","26/06/2013","Trinidad"
"Lima","Criolla","0   Bs.-/100 U.","8   Bs.-/25 U.","Beni","","26/06/2013","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","26/06/2013","Trinidad"
"Limon","de Licuar","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","26/06/2013","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","10   Bs.-/3 Libras","Santa Cruz","","26/06/2013","Trinidad"
"Maiz","Choclo","0   Bs.-/100 U.","24   Bs.-/Docena","Beni","","26/06/2013","Trinidad"
"Maiz","Duro","0   Bs.-/qq","3   Bs.-/Kilo","Santa Cruz","","26/06/2013","Trinidad"
"Mandarina","Japonesa","0   Bs.-/100 U.","6   Bs.-/25 U.","Santa Cruz","","26/06/2013","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","18   Bs.-/Kilo","Santa Cruz","","26/06/2013","Trinidad"
"Manzana","Lanin royal","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","Santa Cruz","","26/06/2013","Trinidad"
"Naranja","Criolla","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","26/06/2013","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","45   Bs.-/Arroba (@)","Santa Cruz","","26/06/2013","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","26/06/2013","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","26/06/2013","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","3   Bs.-/3 Libras","Santa Cruz","","26/06/2013","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","12   Bs.-/Docena","Santa Cruz","grandes","26/06/2013","Trinidad"
"Pollo","Criollo","0   Bs.-/Kilo","35   Bs.-/Kilo","Beni","pollo completo","26/06/2013","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","13   Bs.-/Kilo","Santa Cruz","sofia","26/06/2013","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","8   Bs.-/Unidad","Santa Cruz","","26/06/2013","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","Santa Cruz","grande","26/06/2013","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","Santa Cruz","chico","26/06/2013","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","7   Bs.-/Kilo","Santa Cruz","","26/06/2013","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","26/06/2013","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","30   Bs.-/Arroba (@)","Beni","","26/06/2013","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","45   Bs.-/Arroba (@)","Santa Cruz","","26/06/2013","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","3   Bs.-/Kilo","Beni","","26/06/2013","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","20   Bs.-/Amarro","Santa Cruz","","25/06/2013","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","25/06/2013","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","10   Bs.-/3 Libras","Santa Cruz","","25/06/2013","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","25/06/2013","Trinidad"
"Azucar","Unagro","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","25/06/2013","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","6   Bs.-/Unidad","Santa Cruz","","25/06/2013","Trinidad"
"Cebolla","Roja","0   Bs.-/Bolsa (8@)","40   Bs.-/Arroba (@)","Santa Cruz","","25/06/2013","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","6   Bs.-/Unidad","Santa Cruz","","25/06/2013","Trinidad"
"Durazno","Criollo","0   Bs.-/Caja de 23 Kg","25   Bs.-/Kilo","Santa Cruz","","25/06/2013","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","frejol camba","25/06/2013","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","25/06/2013","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","62   Bs.-/Arroba (@)","Santa Cruz","princesa","25/06/2013","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","68   Bs.-/100 U.","Santa Cruz","","25/06/2013","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","25/06/2013","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","4   Bs.-/Unidad","Santa Cruz","","25/06/2013","Trinidad"
"Lima","Criolla","0   Bs.-/100 U.","7   Bs.-/25 U.","Beni","","25/06/2013","Trinidad"
"Limon","Amarillo","0   Bs.-/100 U.","7   Bs.-/25 U.","Santa Cruz","","25/06/2013","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","10   Bs.-/3 Libras","Santa Cruz","","25/06/2013","Trinidad"
"Maiz","Choclo","0   Bs.-/100 U.","18   Bs.-/Docena","Beni","medianos","25/06/2013","Trinidad"
"Maiz","Duro","0   Bs.-/qq","3   Bs.-/Kilo","Santa Cruz","","25/06/2013","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","25/06/2013","Trinidad"
"Manzana","Lanin royal","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","Santa Cruz","","25/06/2013","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","45   Bs.-/Arroba (@)","Santa Cruz","","25/06/2013","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","42   Bs.-/Arroba (@)","Santa Cruz","","25/06/2013","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","Santa Cruz","","25/06/2013","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","3   Bs.-/3 Libras","Santa Cruz","","25/06/2013","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","18   Bs.-/Docena","Beni","chico","25/06/2013","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","13   Bs.-/Kilo","Santa Cruz","sofia","25/06/2013","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","7   Bs.-/Unidad","Santa Cruz","","25/06/2013","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","Santa Cruz","grande","25/06/2013","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","Santa Cruz","chico","25/06/2013","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","Santa Cruz","","25/06/2013","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","25/06/2013","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","25   Bs.-/Arroba (@)","Beni","","25/06/2013","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","45   Bs.-/Arroba (@)","Santa Cruz","","25/06/2013","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","4   Bs.-/Kilo","Santa Cruz","","25/06/2013","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","20   Bs.-/Amarro","Santa Cruz","","24/06/2013","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","7   Bs.-/3 Libras","Santa Cruz","","24/06/2013","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","10   Bs.-/3 Libras","Santa Cruz","","24/06/2013","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","24/06/2013","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","24/06/2013","Trinidad"
"Azucar","Unagro","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","24/06/2013","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","10   Bs.-/Unidad","Santa Cruz","","24/06/2013","Trinidad"
"Cebolla","Roja","0   Bs.-/Bolsa (8@)","35   Bs.-/Arroba (@)","Santa Cruz","","24/06/2013","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","8   Bs.-/Unidad","Santa Cruz","","24/06/2013","Trinidad"
"Durazno","Criollo","0   Bs.-/Caja de 23 Kg","20   Bs.-/Kilo","Santa Cruz","","24/06/2013","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","24/06/2013","Trinidad"
"Frejol","Mantecoso","0   Bs.-/qq","12   Bs.-/Kilo","Santa Cruz","","24/06/2013","Trinidad"
"Frejol","Negro","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","24/06/2013","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","24/06/2013","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","62   Bs.-/Arroba (@)","Santa Cruz","","24/06/2013","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","68   Bs.-/100 U.","Santa Cruz","","24/06/2013","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","24/06/2013","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","4   Bs.-/Unidad","Santa Cruz","","24/06/2013","Trinidad"
"Limon","Amarillo","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","24/06/2013","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","24/06/2013","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","10   Bs.-/3 Libras","Santa Cruz","","24/06/2013","Trinidad"
"Maiz","Blanco","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","24/06/2013","Trinidad"
"Maiz","Choclo","0   Bs.-/100 U.","24   Bs.-/Docena","Beni","a Bs 2 c/u","24/06/2013","Trinidad"
"Maiz","Duro","0   Bs.-/qq","4   Bs.-/Kilo","Santa Cruz","","24/06/2013","Trinidad"
"Mandarina","Japonesa","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","24/06/2013","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","18   Bs.-/Kilo","Santa Cruz","","24/06/2013","Trinidad"
"Manzana","Lanin royal","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","Santa Cruz","","24/06/2013","Trinidad"
"Naranja","Criolla","0   Bs.-/100 U.","10   Bs.-/25 U.","Santa Cruz","","24/06/2013","Trinidad"
"Oca","Amarilla","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","","24/06/2013","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","24/06/2013","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","38   Bs.-/Arroba (@)","Santa Cruz","","24/06/2013","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","24/06/2013","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","2   Bs.-/3 Libras","Santa Cruz","","24/06/2013","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","18   Bs.-/Docena","Santa Cruz","grande","24/06/2013","Trinidad"
"Pollo","Criollo","0   Bs.-/Kilo","35   Bs.-/Kilo","Beni","pollo mediano completo","24/06/2013","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","13   Bs.-/Kilo","Santa Cruz","","24/06/2013","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","8   Bs.-/Unidad","Santa Cruz","grande","24/06/2013","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","Santa Cruz","","24/06/2013","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","Santa Cruz","","24/06/2013","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","Santa Cruz","","24/06/2013","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","24/06/2013","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","30   Bs.-/Arroba (@)","Beni","","24/06/2013","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","Santa Cruz","mediana","24/06/2013","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","3   Bs.-/Kilo","Locotal","","24/06/2013","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","20   Bs.-/Amarro","Santa Cruz","","21/06/2013","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","7   Bs.-/3 Libras","Santa Cruz","","21/06/2013","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","10   Bs.-/3 Libras","Santa Cruz","","21/06/2013","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","21/06/2013","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","21/06/2013","Trinidad"
"Azucar","Unagro","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","21/06/2013","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","10   Bs.-/Unidad","Santa Cruz","grande","21/06/2013","Trinidad"
"Cebolla","Roja","0   Bs.-/Bolsa (8@)","35   Bs.-/Arroba (@)","Santa Cruz","","21/06/2013","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","8   Bs.-/Unidad","Santa Cruz","","21/06/2013","Trinidad"
"Durazno","Criollo","0   Bs.-/Caja de 23 Kg","20   Bs.-/Kilo","Santa Cruz","","21/06/2013","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","8   Bs.-/Kilo","Santa Cruz","frejol camba","21/06/2013","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","21/06/2013","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","65   Bs.-/Arroba (@)","Santa Cruz","princesa","21/06/2013","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","68   Bs.-/100 U.","Santa Cruz","","21/06/2013","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","21/06/2013","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","4   Bs.-/Unidad","Santa Cruz","","21/06/2013","Trinidad"
"Limon","Amarillo","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","21/06/2013","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","21/06/2013","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","10   Bs.-/3 Libras","Santa Cruz","","21/06/2013","Trinidad"
"Maiz","Blanco","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","21/06/2013","Trinidad"
"Maiz","Choclo","0   Bs.-/100 U.","20   Bs.-/Docena","Beni","","21/06/2013","Trinidad"
"Maiz","Duro","0   Bs.-/qq","3   Bs.-/Kilo","Santa Cruz","","21/06/2013","Trinidad"
"Mandarina","Japonesa","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","21/06/2013","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","18   Bs.-/Kilo","Santa Cruz","","21/06/2013","Trinidad"
"Manzana","Lanin royal","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","Santa Cruz","","21/06/2013","Trinidad"
"Naranja","Criolla","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","21/06/2013","Trinidad"
"Oca","Amarilla","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","","21/06/2013","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","21/06/2013","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","38   Bs.-/Arroba (@)","Santa Cruz","","21/06/2013","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","21/06/2013","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","2   Bs.-/3 Libras","Santa Cruz","","21/06/2013","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","20   Bs.-/Docena","Beni","medianos","21/06/2013","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","13   Bs.-/Kilo","Santa Cruz","","21/06/2013","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","7   Bs.-/Unidad","Santa Cruz","grande","21/06/2013","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","Santa Cruz","","21/06/2013","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","4   Bs.-/Kilo","Santa Cruz","","21/06/2013","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","Santa Cruz","","21/06/2013","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","21/06/2013","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","25   Bs.-/Arroba (@)","Beni","","21/06/2013","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","Santa Cruz","mediana","21/06/2013","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","4   Bs.-/Kilo","Locotal","","21/06/2013","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","15   Bs.-/Amarro","Santa Cruz","","20/06/2013","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","7   Bs.-/3 Libras","Santa Cruz","","20/06/2013","Trinidad"
