"producto","variedad","Precio Mayorista","Precio Minorista","Procedencia","observaciones","fecha","Mercado"
"Manzana","Lanin royal","0   Bs.-/Caja de 150U.","3   Bs.-/Unidad","Santa Cruz","grande","29/11/2013","Trinidad"
"Oca","Amarilla","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","","29/11/2013","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","55   Bs.-/Arroba (@)","Santa Cruz","","29/11/2013","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","60   Bs.-/Arroba (@)","Santa Cruz","","29/11/2013","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","","29/11/2013","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","3   Bs.-/3 Libras","Santa Cruz","grande","29/11/2013","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","12   Bs.-/Docena","Santa Cruz","grande a bs 1 grande","29/11/2013","Trinidad"
"Pollo","Criollo","0   Bs.-/Kilo","30   Bs.-/Kilo","Santa Cruz","completo de 1/1/2kg","29/11/2013","Trinidad"
"Pollo","Granja","14   Bs.-/Kilo","15   Bs.-/Kilo","Santa Cruz","sofia","29/11/2013","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","10   Bs.-/Unidad","Santa Cruz","grande","29/11/2013","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","9   Bs.-/Kilo","Santa Cruz","","29/11/2013","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","8   Bs.-/Kilo","Santa Cruz","","29/11/2013","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","Santa Cruz","","29/11/2013","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","Santa Cruz","","29/11/2013","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","40   Bs.-/Arroba (@)","Beni","","29/11/2013","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","29/11/2013","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","4   Bs.-/Kilo","Santa Cruz","","29/11/2013","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","12   Bs.-/Amarro","Santa Cruz","chico","28/11/2013","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","28/11/2013","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","Santa Cruz","","28/11/2013","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","28/11/2013","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","28/11/2013","Trinidad"
"Azucar","Unagro","0   Bs.-/qq","4   Bs.-/Kilo","Santa Cruz","","28/11/2013","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","7   Bs.-/Unidad","Santa Cruz","","28/11/2013","Trinidad"
"Cebolla","Roja","0   Bs.-/Bolsa (8@)","40   Bs.-/Arroba (@)","Santa Cruz","","28/11/2013","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","7   Bs.-/Unidad","Santa Cruz","","28/11/2013","Trinidad"
"Durazno","Criollo","0   Bs.-/Caja de 23 Kg","20   Bs.-/Kilo","Santa Cruz","","28/11/2013","Trinidad"
"Espinaca","Comun","0   Bs.-/Bolsa Grande","10   Bs.-/3 Libras","Santa Cruz","","28/11/2013","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","frejol blanco","28/11/2013","Trinidad"
"Frutilla","Sweet Charlie","0   Bs.-/Kilo","20   Bs.-/Kilo","Santa Cruz","","28/11/2013","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","28/11/2013","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","70   Bs.-/Arroba (@)","Santa Cruz","Emapa","28/11/2013","Trinidad"
"Huevo","Criollo","0   Bs.-/100 U.","100   Bs.-/100 U.","Beni","","28/11/2013","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","55   Bs.-/100 U.","Santa Cruz","","28/11/2013","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","28/11/2013","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","5   Bs.-/Unidad","Santa Cruz","","28/11/2013","Trinidad"
"Limon","Amarillo","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","28/11/2013","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","28/11/2013","Trinidad"
"Limon","de Licuar","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","28/11/2013","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","28/11/2013","Trinidad"
"Maiz","Choclo","0   Bs.-/100 U.","24   Bs.-/Docena","Beni","","28/11/2013","Trinidad"
"Maiz","Duro","0   Bs.-/qq","3   Bs.-/Kilo","Beni","","28/11/2013","Trinidad"
"Mandarina","Japonesa","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","28/11/2013","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","28/11/2013","Trinidad"
"Manzana","Lanin royal","0   Bs.-/Caja de 150U.","3   Bs.-/Unidad","Santa Cruz","mediano","28/11/2013","Trinidad"
"Naranja","Criolla","0   Bs.-/100 U.","12   Bs.-/25 U.","Santa Cruz","","28/11/2013","Trinidad"
"Oca","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","28/11/2013","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","60   Bs.-/Arroba (@)","Santa Cruz","","28/11/2013","Trinidad"
"Papa","Imilla","0   Bs.-/Bolsa (10@)","10   Bs.-/Arroba (@)","Santa Cruz","","28/11/2013","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","55   Bs.-/Arroba (@)","Santa Cruz","","28/11/2013","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","28/11/2013","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","3   Bs.-/3 Libras","Santa Cruz","","28/11/2013","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","20   Bs.-/Docena","Beni","mediano","28/11/2013","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","15   Bs.-/Kilo","Santa Cruz","","28/11/2013","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","8   Bs.-/Unidad","Santa Cruz","","28/11/2013","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","9   Bs.-/Kilo","Santa Cruz","grande","28/11/2013","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","8   Bs.-/Kilo","Santa Cruz","","28/11/2013","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","Santa Cruz","","28/11/2013","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","14   Bs.-/3 Libras","Santa Cruz","","28/11/2013","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","35   Bs.-/Arroba (@)","Beni","","28/11/2013","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","Santa Cruz","","28/11/2013","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","4   Bs.-/Kilo","Santa Cruz","","28/11/2013","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","20   Bs.-/Amarro","Santa Cruz","","27/11/2013","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","10   Bs.-/3 Libras","Santa Cruz","","27/11/2013","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","Santa Cruz","","27/11/2013","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","27/11/2013","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","27/11/2013","Trinidad"
"Azucar","Unagro","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","27/11/2013","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","8   Bs.-/Unidad","Santa Cruz","","27/11/2013","Trinidad"
"Cebolla","Roja","0   Bs.-/Bolsa (8@)","40   Bs.-/Arroba (@)","Santa Cruz","","27/11/2013","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","8   Bs.-/Unidad","Santa Cruz","","27/11/2013","Trinidad"
"Durazno","Amarillo","0   Bs.-/Caja de 23 Kg","20   Bs.-/Kilo","Santa Cruz","","27/11/2013","Trinidad"
"Espinaca","Comun","0   Bs.-/Bolsa Grande","10   Bs.-/3 Libras","Santa Cruz","","27/11/2013","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","27/11/2013","Trinidad"
"Frejol","Mantecoso","0   Bs.-/qq","12   Bs.-/Kilo","Santa Cruz","","27/11/2013","Trinidad"
"Frejol","Negro","0   Bs.-/qq","12   Bs.-/Kilo","Santa Cruz","","27/11/2013","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","27/11/2013","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","70   Bs.-/Arroba (@)","Santa Cruz","Emapa","27/11/2013","Trinidad"
"Huevo","Criollo","0   Bs.-/100 U.","100   Bs.-/100 U.","Beni","","27/11/2013","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","60   Bs.-/100 U.","Santa Cruz","","27/11/2013","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","2   Bs.-/Unidad","Santa Cruz","","27/11/2013","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","4   Bs.-/Unidad","Santa Cruz","","27/11/2013","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","27/11/2013","Trinidad"
"Limon","de Licuar","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","27/11/2013","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","27/11/2013","Trinidad"
"Maiz","Blanco","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","27/11/2013","Trinidad"
"Maiz","Duro","0   Bs.-/qq","4   Bs.-/Kilo","Santa Cruz","","27/11/2013","Trinidad"
"Maiz","Morocho (Culli)","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","27/11/2013","Trinidad"
"Mandarina","Japonesa","0   Bs.-/100 U.","12   Bs.-/25 U.","Santa Cruz","","27/11/2013","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","27/11/2013","Trinidad"
"Manzana","Lanin royal","0   Bs.-/Caja de 150U.","4   Bs.-/Unidad","Santa Cruz","grande","27/11/2013","Trinidad"
"Naranja","Criolla","0   Bs.-/100 U.","12   Bs.-/25 U.","Santa Cruz","","27/11/2013","Trinidad"
"Oca","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","27/11/2013","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","60   Bs.-/Arroba (@)","Santa Cruz","","27/11/2013","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","60   Bs.-/Arroba (@)","Santa Cruz","","27/11/2013","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","","27/11/2013","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","grande","27/11/2013","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","25   Bs.-/Docena","Santa Cruz","","27/11/2013","Trinidad"
"Pollo","Criollo","0   Bs.-/Kilo","30   Bs.-/Kilo","Santa Cruz","completo de 1/1/2kg","27/11/2013","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","15   Bs.-/Kilo","Santa Cruz","","27/11/2013","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","10   Bs.-/Unidad","Santa Cruz","grande","27/11/2013","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","9   Bs.-/Kilo","Santa Cruz","grande","27/11/2013","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","8   Bs.-/Kilo","Santa Cruz","","27/11/2013","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","Santa Cruz","","27/11/2013","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","Santa Cruz","","27/11/2013","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","40   Bs.-/Arroba (@)","Beni","","27/11/2013","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","27/11/2013","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","4   Bs.-/Kilo","Santa Cruz","","27/11/2013","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","18   Bs.-/Amarro","Santa Cruz","","26/11/2013","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","26/11/2013","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","Santa Cruz","","26/11/2013","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","26/11/2013","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","26/11/2013","Trinidad"
"Azucar","Unagro","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","26/11/2013","Trinidad"
"Cebolla","Blanca","0   Bs.-/Bolsa (8@)","80   Bs.-/Arroba (@)","Santa Cruz","","26/11/2013","Trinidad"
"Cebolla","Roja","0   Bs.-/Bolsa (8@)","40   Bs.-/Arroba (@)","Santa Cruz","","26/11/2013","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","8   Bs.-/Unidad","Santa Cruz","pequeño","26/11/2013","Trinidad"
"Durazno","Amarillo","0   Bs.-/Caja de 23 Kg","20   Bs.-/Kilo","Santa Cruz","","26/11/2013","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","12   Bs.-/Kilo","Santa Cruz","","26/11/2013","Trinidad"
"Frejol","Mantecoso","0   Bs.-/qq","12   Bs.-/Kilo","Santa Cruz","","26/11/2013","Trinidad"
"Frejol","Negro","0   Bs.-/qq","14   Bs.-/Kilo","Santa Cruz","","26/11/2013","Trinidad"
"Frutilla","Sweet Charlie","0   Bs.-/Kilo","20   Bs.-/Kilo","Santa Cruz","Grande","26/11/2013","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","26/11/2013","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","70   Bs.-/Arroba (@)","Santa Cruz","emepa","26/11/2013","Trinidad"
"Huevo","Criollo","0   Bs.-/100 U.","100   Bs.-/100 U.","Beni","","26/11/2013","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","62   Bs.-/100 U.","Santa Cruz","","26/11/2013","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","26/11/2013","Trinidad"
"Lima","Criolla","0   Bs.-/100 U.","20   Bs.-/25 U.","Santa Cruz","","26/11/2013","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","7   Bs.-/25 U.","Santa Cruz","","26/11/2013","Trinidad"
"Limon","de Licuar","0   Bs.-/100 U.","7   Bs.-/25 U.","Santa Cruz","","26/11/2013","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","26/11/2013","Trinidad"
"Maiz","Blanco","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","26/11/2013","Trinidad"
"Maiz","Choclo","0   Bs.-/100 U.","24   Bs.-/Docena","Santa Cruz","c/u a bs 2","26/11/2013","Trinidad"
"Maiz","Duro","0   Bs.-/qq","4   Bs.-/Kilo","Santa Cruz","","26/11/2013","Trinidad"
"Maiz","Morocho (Culli)","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","26/11/2013","Trinidad"
"Mandarina","Japonesa","0   Bs.-/100 U.","12   Bs.-/25 U.","Santa Cruz","","26/11/2013","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","26/11/2013","Trinidad"
"Manzana","Lanin royal","0   Bs.-/Caja de 150U.","3   Bs.-/Unidad","Santa Cruz","grande","26/11/2013","Trinidad"
"Naranja","Criolla","0   Bs.-/100 U.","12   Bs.-/25 U.","Santa Cruz","","26/11/2013","Trinidad"
"Oca","Amarilla","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","","26/11/2013","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","80   Bs.-/Arroba (@)","Santa Cruz","","26/11/2013","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","80   Bs.-/Arroba (@)","Santa Cruz","","26/11/2013","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","26/11/2013","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","Grande","26/11/2013","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","24   Bs.-/Docena","Santa Cruz","medianos","26/11/2013","Trinidad"
"Pollo","Criollo","0   Bs.-/Kilo","35   Bs.-/Kilo","Santa Cruz","","26/11/2013","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","15   Bs.-/Kilo","Santa Cruz","","26/11/2013","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","5   Bs.-/Unidad","Santa Cruz","","26/11/2013","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","9   Bs.-/Kilo","Santa Cruz","grande","26/11/2013","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","9   Bs.-/Kilo","Santa Cruz","grande","26/11/2013","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","Santa Cruz","","26/11/2013","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","Santa Cruz","","26/11/2013","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","40   Bs.-/Arroba (@)","Beni","","26/11/2013","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","45   Bs.-/Arroba (@)","Santa Cruz","","26/11/2013","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","4   Bs.-/Kilo","Santa Cruz","","26/11/2013","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","2   Bs.-/Amarro","Santa Cruz","","25/11/2013","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","15   Bs.-/3 Libras","Santa Cruz","","25/11/2013","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","Santa Cruz","","25/11/2013","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","25/11/2013","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","25/11/2013","Trinidad"
"Azucar","Unagro","0   Bs.-/qq","4   Bs.-/Kilo","Santa Cruz","","25/11/2013","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","7   Bs.-/Unidad","Santa Cruz","mediano","25/11/2013","Trinidad"
"Cebolla","Roja","0   Bs.-/Bolsa (8@)","35   Bs.-/Arroba (@)","Santa Cruz","","25/11/2013","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","8   Bs.-/Unidad","Santa Cruz","","25/11/2013","Trinidad"
"Durazno","Amarillo","0   Bs.-/Caja de 23 Kg","20   Bs.-/Kilo","Santa Cruz","","25/11/2013","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","12   Bs.-/Kilo","Santa Cruz","frejol camba","25/11/2013","Trinidad"
"Frutilla","Sweet Charlie","0   Bs.-/Kilo","20   Bs.-/Kilo","Santa Cruz","","25/11/2013","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","25/11/2013","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","70   Bs.-/Arroba (@)","Santa Cruz","","25/11/2013","Trinidad"
"Huevo","Criollo","0   Bs.-/100 U.","100   Bs.-/100 U.","Beni","","25/11/2013","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","65   Bs.-/100 U.","Santa Cruz","","25/11/2013","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","25/11/2013","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","4   Bs.-/Unidad","Santa Cruz","","25/11/2013","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","25/11/2013","Trinidad"
"Limon","de Licuar","0   Bs.-/100 U.","8   Bs.-/25 U.","Santa Cruz","","25/11/2013","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","25/11/2013","Trinidad"
"Maiz","Duro","0   Bs.-/qq","3   Bs.-/Kilo","Beni","","25/11/2013","Trinidad"
"Mandarina","Japonesa","0   Bs.-/100 U.","12   Bs.-/25 U.","Santa Cruz","","25/11/2013","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","25/11/2013","Trinidad"
"Manzana","Lanin royal","0   Bs.-/Caja de 150U.","3   Bs.-/Unidad","Santa Cruz","grande","25/11/2013","Trinidad"
"Naranja","Criolla","0   Bs.-/100 U.","12   Bs.-/25 U.","Santa Cruz","","25/11/2013","Trinidad"
"Oca","Amarilla","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","","25/11/2013","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","70   Bs.-/Arroba (@)","Santa Cruz","","25/11/2013","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","5   Bs.-/3 Libras","Santa Cruz","","25/11/2013","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","grande","25/11/2013","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","12   Bs.-/Docena","Santa Cruz","grande","25/11/2013","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","15   Bs.-/Kilo","Santa Cruz","","25/11/2013","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","7   Bs.-/Unidad","Santa Cruz","mediano","25/11/2013","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","6   Bs.-/Kilo","Beni","chico","25/11/2013","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","Santa Cruz","","25/11/2013","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","14   Bs.-/3 Libras","Santa Cruz","","25/11/2013","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","35   Bs.-/Arroba (@)","Beni","","25/11/2013","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","Santa Cruz","","25/11/2013","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","3   Bs.-/Kilo","Santa Cruz","","25/11/2013","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","20   Bs.-/Amarro","Santa Cruz","","23/11/2013","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","23/11/2013","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","Santa Cruz","","23/11/2013","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","23/11/2013","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","23/11/2013","Trinidad"
"Azucar","Unagro","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","23/11/2013","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","7   Bs.-/Unidad","Santa Cruz","","23/11/2013","Trinidad"
"Cebolla","Roja","0   Bs.-/Bolsa (8@)","40   Bs.-/Arroba (@)","Santa Cruz","","23/11/2013","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","8   Bs.-/Unidad","Santa Cruz","","23/11/2013","Trinidad"
"Durazno","Amarillo","0   Bs.-/Caja de 23 Kg","20   Bs.-/Kilo","Santa Cruz","","23/11/2013","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","23/11/2013","Trinidad"
"Frejol","Mantecoso","0   Bs.-/qq","12   Bs.-/Kilo","Santa Cruz","","23/11/2013","Trinidad"
"Frejol","Negro","0   Bs.-/qq","12   Bs.-/Kilo","Santa Cruz","","23/11/2013","Trinidad"
"Frutilla","Sweet Charlie","0   Bs.-/Kilo","20   Bs.-/Kilo","Santa Cruz","","23/11/2013","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","23/11/2013","Trinidad"
"Huevo","Criollo","0   Bs.-/100 U.","100   Bs.-/100 U.","Beni","","23/11/2013","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","65   Bs.-/100 U.","Santa Cruz","","23/11/2013","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","23/11/2013","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","4   Bs.-/Unidad","Santa Cruz","","23/11/2013","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","7   Bs.-/25 U.","Santa Cruz","","23/11/2013","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","23/11/2013","Trinidad"
"Maiz","Blanco","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","23/11/2013","Trinidad"
"Maiz","Choclo","0   Bs.-/100 U.","24   Bs.-/Docena","Santa Cruz","","23/11/2013","Trinidad"
"Maiz","Duro","0   Bs.-/qq","4   Bs.-/Kilo","Santa Cruz","","23/11/2013","Trinidad"
"Maiz","Morocho (Culli)","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","23/11/2013","Trinidad"
