"producto","variedad","Procedencia","Precio Mayorista","Precio Minorista","observaciones","fecha","Mercado"
"Azucar","Bermejo","Bermejo","0   Bs.-/qq","6   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Azucar","Guabira","Del Norte","0   Bs.-/qq","6   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Azucar","San Aurelio","Del Norte","295   Bs.-/qq","6   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Azucar","Unagro","Del Norte","0   Bs.-/qq","6   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Brocoli","Bola verde","Los Negros","60   Bs.-/Canasta","6   Bs.-/Unidad","Grande","27/12/2010","Santa Cruz"
"Cebolla","Blanca","Tarija","200   Bs.-/Bolsa (8@)","25   Bs.-/Arroba (@)","","27/12/2010","Santa Cruz"
"Cebolla","Roja","Cochabamba","96   Bs.-/Bolsa (8@)","14   Bs.-/Arroba (@)","Grande","27/12/2010","Santa Cruz"
"Coliflor","Bola de nieve","Los Negros","80   Bs.-/Canasta","7   Bs.-/Unidad","Grande","27/12/2010","Santa Cruz"
"Durazno","Amarillo","Argentina","150   Bs.-/Caja de 23 Kg","10   Bs.-/Kilo","Mediana","27/12/2010","Santa Cruz"
"Durazno","Criollo","Del Valle","170   Bs.-/Caja de 23 Kg","13   Bs.-/Kilo","Grande","27/12/2010","Santa Cruz"
"Espinaca","Comun","Los Negros","80   Bs.-/Bolsa Grande","5   Bs.-/3 Libras","Hoja Grande","27/12/2010","Santa Cruz"
"Frejol","Carioca","Descon.","250   Bs.-/qq","8   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Frejol","Mantecoso","Descon.","240   Bs.-/qq","7   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Frejol","Negro","Descon.","240   Bs.-/qq","7   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Frutilla","Sweet Charlie","Comarapa","310   Bs.-/Kilo","14   Bs.-/Kilo","Grande","27/12/2010","Santa Cruz"
"Haba","Comun (en vaina)","Los Negros","70   Bs.-/Bolsa (2@)","4   Bs.-/3 Libras","Grande","27/12/2010","Santa Cruz"
"Harina","de Maiz amarillo","Del Norte","130   Bs.-/qq","32   Bs.-/Arroba (@)","","27/12/2010","Santa Cruz"
"Harina","de Trigo","Del Norte","160   Bs.-/qq","40   Bs.-/Arroba (@)","","27/12/2010","Santa Cruz"
"Harina","Morada","Del Valle","250   Bs.-/qq","80   Bs.-/Arroba (@)","","27/12/2010","Santa Cruz"
"Huevo","Criollo","Santa Cruz","55   Bs.-/100 U.","55   Bs.-/100 U.","","27/12/2010","Santa Cruz"
"Huevo","de Granja","Santa Cruz","60   Bs.-/100 U.","60   Bs.-/100 U.","Grande","27/12/2010","Santa Cruz"
"Lechuga","Crespa","Los Negros","35   Bs.-/Canasta","2   Bs.-/Unidad","Chico","27/12/2010","Santa Cruz"
"Lechuga","Escarola","Los Negros","40   Bs.-/Canasta","3   Bs.-/Unidad","Mediana","27/12/2010","Santa Cruz"
"Lechuga","Morada","Los Negros","90   Bs.-/Canasta","4   Bs.-/Unidad","Grande","27/12/2010","Santa Cruz"
"Lima","Criolla","El Torno","75   Bs.-/100 U.","20   Bs.-/25 U.","Grande","27/12/2010","Santa Cruz"
"Limon","Amarillo","Peru","25   Bs.-/100 U.","8   Bs.-/25 U.","Grande","27/12/2010","Santa Cruz"
"Limon","Criollo","La Guardia","20   Bs.-/100 U.","5   Bs.-/25 U.","Chico","27/12/2010","Santa Cruz"
"Limon","de Licuar","Yapacaní","25   Bs.-/100 U.","8   Bs.-/25 U.","Grande","27/12/2010","Santa Cruz"
"Locoto","Cochabambino","Los Negros","30   Bs.-/Arroba (@)","3   Bs.-/3 Libras","","27/12/2010","Santa Cruz"
"Maiz","Blanco","Cochabamba","400   Bs.-/qq","8   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Maiz","Blanco pelado","Cochabamba","480   Bs.-/qq","9   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Maiz","Choclo","Cochabamba","150   Bs.-/100 U.","15   Bs.-/Docena","De primera","27/12/2010","Santa Cruz"
"Maiz","Duro","Cochabamba","0   Bs.-/qq","9   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Maiz","Morocho (Culli)","Cochabamba","200   Bs.-/qq","8   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Mani","Overo Desgranado","Cruceño","710   Bs.-/qq","16   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Mani","Overo en vaina","Cruceño","600   Bs.-/qq","15   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Mani","Pelado","Cruceño","180   Bs.-/Arroba (@)","18   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Mani","Rojo largo Desgranado","Cruceño","710   Bs.-/qq","14   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Mani","Rojo largo en vaina","Cruceño","700   Bs.-/qq","13   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Manzana","Criolla","La Paz","60   Bs.-/Arroba (@)","4   Bs.-/Libra","","27/12/2010","Santa Cruz"
"Manzana","Lanin royal","Chile","170   Bs.-/Caja de 150U.","2   Bs.-/Unidad","Grande","27/12/2010","Santa Cruz"
"Manzana","Lanin royal","Chile","170   Bs.-/Caja de 150U.","2   Bs.-/Unidad","Grande","27/12/2010","Santa Cruz"
"Naranja","Criolla","Yapacaní","40   Bs.-/100 U.","12   Bs.-/25 U.","","27/12/2010","Santa Cruz"
"Oca","Amarilla","Descon.","45   Bs.-/Arroba (@)","3   Bs.-/3 Libras","","27/12/2010","Santa Cruz"
"Oca","Negra","Descon.","50   Bs.-/Arroba (@)","4   Bs.-/3 Libras","","27/12/2010","Santa Cruz"
"Papa","Desiree (Holandesa)","Cochabamba","340   Bs.-/Bolsa (10@)","36   Bs.-/Arroba (@)","Grande","27/12/2010","Santa Cruz"
"Papa","Imilla","Cochabamba","420   Bs.-/Bolsa (10@)","45   Bs.-/Arroba (@)","Chico","27/12/2010","Santa Cruz"
"Papa","Waycha (Arinosa)","Cochabamba","480   Bs.-/Bolsa (10@)","50   Bs.-/Arroba (@)","Grande","27/12/2010","Santa Cruz"
"Papaliza","Amarilla","Cochabamba","60   Bs.-/Arroba (@)","5   Bs.-/3 Libras","","27/12/2010","Santa Cruz"
"Pepino","Comun","Los Negros","15   Bs.-/Arroba (@)","2   Bs.-/3 Libras","","27/12/2010","Santa Cruz"
"Pimenton","4 Puntas","Los Negros","80   Bs.-/Bolsa Grande","9   Bs.-/Docena","","27/12/2010","Santa Cruz"
"Pollo","Criollo","Mairana","15   Bs.-/Kilo","15   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Pollo","Granja","Cruceño","16   Bs.-/Kilo","16   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Repollo","Hibrido","Los Negros","3   Bs.-/Unidad","4   Bs.-/Unidad","","27/12/2010","Santa Cruz"
"Tomate","Manzana","Los Negros","80   Bs.-/Caja de 18 Kg","6   Bs.-/Kilo","Mediana","27/12/2010","Santa Cruz"
"Tomate","Pera","Los Negros","65   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","Grande Pinton","27/12/2010","Santa Cruz"
"Trigo","Comun","Del Norte","80   Bs.-/Arroba (@)","8   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Trigo","Pelado o Curtido","Del Norte","90   Bs.-/Arroba (@)","9   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Vainita","Comun","Los Negros","30   Bs.-/Arroba (@)","3   Bs.-/3 Libras","","27/12/2010","Santa Cruz"
"Yuca","Blanca","Chapare","240   Bs.-/Bolsa (4@)","60   Bs.-/Arroba (@)","","27/12/2010","Santa Cruz"
"Yuca","Rosada","Chapare","240   Bs.-/Bolsa (4@)","60   Bs.-/Arroba (@)","","27/12/2010","Santa Cruz"
"Zanahoria","Chantenay","Cochabamba","250   Bs.-/Bolsa (10@)","30   Bs.-/Arroba (@)","","27/12/2010","Santa Cruz"
"Zapallo","Quintalero","Del Valle","2   Bs.-/Kilo","3   Bs.-/Kilo","","27/12/2010","Santa Cruz"
"Acelga","Comun","Los Negros","4   Bs.-/Amarro","5   Bs.-/Amarro","Hoja Grande","23/12/2010","Santa Cruz"
"Achojcha","Comun","Los Negros","60   Bs.-/Bolsa (2@)","4   Bs.-/3 Libras","Grande","23/12/2010","Santa Cruz"
"Arveja","Verde (en vaina)","Los Negros","100   Bs.-/Bolsa (2@)","6   Bs.-/3 Libras","","23/12/2010","Santa Cruz"
"Azucar","Bermejo","Bermejo","0   Bs.-/qq","6   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Azucar","Guabira","Del Norte","0   Bs.-/qq","6   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Azucar","San Aurelio","Del Norte","295   Bs.-/qq","6   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Azucar","Unagro","Del Norte","0   Bs.-/qq","6   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Brocoli","Bola verde","Los Negros","60   Bs.-/Canasta","6   Bs.-/Unidad","Grande","23/12/2010","Santa Cruz"
"Cebolla","Blanca","Tarija","200   Bs.-/Bolsa (8@)","25   Bs.-/Arroba (@)","","23/12/2010","Santa Cruz"
"Cebolla","Roja","Cochabamba","96   Bs.-/Bolsa (8@)","16   Bs.-/Arroba (@)","Grande","23/12/2010","Santa Cruz"
"Coliflor","Bola de nieve","Los Negros","80   Bs.-/Canasta","7   Bs.-/Unidad","Grande","23/12/2010","Santa Cruz"
"Durazno","Amarillo","Argentina","150   Bs.-/Caja de 23 Kg","10   Bs.-/Kilo","Mediana","23/12/2010","Santa Cruz"
"Durazno","Criollo","Del Valle","170   Bs.-/Caja de 23 Kg","13   Bs.-/Kilo","Grande","23/12/2010","Santa Cruz"
"Espinaca","Comun","Los Negros","80   Bs.-/Bolsa Grande","5   Bs.-/3 Libras","Hoja Grande","23/12/2010","Santa Cruz"
"Frejol","Carioca","Descon.","250   Bs.-/qq","8   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Frejol","Mantecoso","Descon.","240   Bs.-/qq","7   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Frejol","Negro","Descon.","240   Bs.-/qq","7   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Frutilla","Sweet Charlie","Comarapa","310   Bs.-/Kilo","14   Bs.-/Kilo","Grande","23/12/2010","Santa Cruz"
"Haba","Comun (en vaina)","Los Negros","60   Bs.-/Bolsa (2@)","3   Bs.-/3 Libras","Grande","23/12/2010","Santa Cruz"
"Harina","de Maiz amarillo","Del Norte","130   Bs.-/qq","32   Bs.-/Arroba (@)","","23/12/2010","Santa Cruz"
"Harina","de Trigo","Del Norte","180   Bs.-/qq","45   Bs.-/Arroba (@)","","23/12/2010","Santa Cruz"
"Harina","Morada","Del Valle","250   Bs.-/qq","80   Bs.-/Arroba (@)","","23/12/2010","Santa Cruz"
"Huevo","Criollo","Santa Cruz","55   Bs.-/100 U.","55   Bs.-/100 U.","","23/12/2010","Santa Cruz"
"Huevo","de Granja","Santa Cruz","62   Bs.-/100 U.","62   Bs.-/100 U.","Grande","23/12/2010","Santa Cruz"
"Lechuga","Crespa","Los Negros","60   Bs.-/Canasta","4   Bs.-/Unidad","Grande","23/12/2010","Santa Cruz"
"Lechuga","Escarola","Los Negros","80   Bs.-/Canasta","4   Bs.-/Unidad","Grande","23/12/2010","Santa Cruz"
"Lechuga","Morada","Los Negros","120   Bs.-/Canasta","5   Bs.-/Unidad","Grande","23/12/2010","Santa Cruz"
"Lima","Criolla","El Torno","75   Bs.-/100 U.","20   Bs.-/25 U.","Grande","23/12/2010","Santa Cruz"
"Limon","Amarillo","Peru","25   Bs.-/100 U.","8   Bs.-/25 U.","Grande","23/12/2010","Santa Cruz"
"Limon","Criollo","La Guardia","20   Bs.-/100 U.","5   Bs.-/25 U.","Chico","23/12/2010","Santa Cruz"
"Limon","de Licuar","Yapacaní","25   Bs.-/100 U.","8   Bs.-/25 U.","Grande","23/12/2010","Santa Cruz"
"Locoto","Cochabambino","Los Negros","35   Bs.-/Arroba (@)","4   Bs.-/3 Libras","","23/12/2010","Santa Cruz"
"Maiz","Blanco","Cochabamba","400   Bs.-/qq","8   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Maiz","Blanco pelado","Cochabamba","480   Bs.-/qq","9   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Maiz","Choclo","Cochabamba","150   Bs.-/100 U.","15   Bs.-/Docena","De primera","23/12/2010","Santa Cruz"
"Maiz","Duro","Cochabamba","0   Bs.-/qq","9   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Maiz","Morocho (Culli)","Cochabamba","200   Bs.-/qq","8   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Mani","Overo Desgranado","Cruceño","660   Bs.-/qq","16   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Mani","Overo en vaina","Cruceño","600   Bs.-/qq","15   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Mani","Pelado","Cruceño","180   Bs.-/Arroba (@)","18   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Mani","Rojo largo Desgranado","Cruceño","710   Bs.-/qq","14   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Mani","Rojo largo en vaina","Cruceño","700   Bs.-/qq","13   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Manzana","Criolla","La Paz","60   Bs.-/Arroba (@)","4   Bs.-/Libra","","23/12/2010","Santa Cruz"
"Manzana","Lanin royal","Chile","170   Bs.-/Caja de 150U.","2   Bs.-/Unidad","Grande","23/12/2010","Santa Cruz"
"Manzana","Lanin royal","Chile","170   Bs.-/Caja de 150U.","2   Bs.-/Unidad","Grande","23/12/2010","Santa Cruz"
"Naranja","Criolla","Yapacaní","40   Bs.-/100 U.","12   Bs.-/25 U.","","23/12/2010","Santa Cruz"
"Papa","Desiree (Holandesa)","Cochabamba","340   Bs.-/Bolsa (10@)","36   Bs.-/Arroba (@)","Grande","23/12/2010","Santa Cruz"
"Papa","Imilla","Cochabamba","280   Bs.-/Bolsa (10@)","30   Bs.-/Arroba (@)","Chico","23/12/2010","Santa Cruz"
"Papa","Waycha (Arinosa)","Cochabamba","460   Bs.-/Bolsa (10@)","48   Bs.-/Arroba (@)","Grande","23/12/2010","Santa Cruz"
"Papaliza","Amarilla","Cochabamba","40   Bs.-/Arroba (@)","4   Bs.-/3 Libras","","23/12/2010","Santa Cruz"
"Pepino","Comun","Los Negros","25   Bs.-/Arroba (@)","4   Bs.-/3 Libras","","23/12/2010","Santa Cruz"
"Pimenton","4 Puntas","Los Negros","120   Bs.-/Bolsa Grande","10   Bs.-/Docena","","23/12/2010","Santa Cruz"
"Pollo","Criollo","Mairana","15   Bs.-/Kilo","15   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Pollo","Granja","Cruceño","17   Bs.-/Kilo","17   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Repollo","Hibrido","Los Negros","3   Bs.-/Unidad","4   Bs.-/Unidad","","23/12/2010","Santa Cruz"
"Tomate","Manzana","Los Negros","110   Bs.-/Caja de 18 Kg","6   Bs.-/Kilo","Mediana","23/12/2010","Santa Cruz"
"Tomate","Pera","Los Negros","100   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","Grande Pinton","23/12/2010","Santa Cruz"
"Trigo","Comun","Del Norte","80   Bs.-/Arroba (@)","8   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Trigo","Pelado o Curtido","Del Norte","90   Bs.-/Arroba (@)","9   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Vainita","Comun","Los Negros","35   Bs.-/Arroba (@)","4   Bs.-/3 Libras","","23/12/2010","Santa Cruz"
"Yuca","Blanca","Chapare","240   Bs.-/Bolsa (4@)","60   Bs.-/Arroba (@)","","23/12/2010","Santa Cruz"
"Yuca","Rosada","Chapare","240   Bs.-/Bolsa (4@)","60   Bs.-/Arroba (@)","","23/12/2010","Santa Cruz"
"Zanahoria","Chantenay","Cochabamba","250   Bs.-/Bolsa (10@)","30   Bs.-/Arroba (@)","","23/12/2010","Santa Cruz"
"Zapallo","Quintalero","Del Valle","2   Bs.-/Kilo","3   Bs.-/Kilo","","23/12/2010","Santa Cruz"
"Acelga","Comun","Los Negros","4   Bs.-/Amarro","5   Bs.-/Amarro","Hoja Grande","22/12/2010","Santa Cruz"
"Achojcha","Comun","Los Negros","60   Bs.-/Bolsa (2@)","4   Bs.-/3 Libras","Grande","22/12/2010","Santa Cruz"
"Arveja","Verde (en vaina)","Los Negros","100   Bs.-/Bolsa (2@)","6   Bs.-/3 Libras","","22/12/2010","Santa Cruz"
"Azucar","Bermejo","Bermejo","0   Bs.-/qq","6   Bs.-/Kilo","","22/12/2010","Santa Cruz"
"Azucar","Guabira","Del Norte","0   Bs.-/qq","6   Bs.-/Kilo","","22/12/2010","Santa Cruz"
"Azucar","San Aurelio","Del Norte","295   Bs.-/qq","6   Bs.-/Kilo","","22/12/2010","Santa Cruz"
"Azucar","Unagro","Del Norte","0   Bs.-/qq","6   Bs.-/Kilo","","22/12/2010","Santa Cruz"
"Brocoli","Bola verde","Los Negros","60   Bs.-/Canasta","6   Bs.-/Unidad","Grande","22/12/2010","Santa Cruz"
"Cebolla","Blanca","Tarija","200   Bs.-/Bolsa (8@)","25   Bs.-/Arroba (@)","","22/12/2010","Santa Cruz"
"Cebolla","Roja","Cochabamba","96   Bs.-/Bolsa (8@)","14   Bs.-/Arroba (@)","Grande","22/12/2010","Santa Cruz"
"Coliflor","Bola de nieve","Los Negros","80   Bs.-/Canasta","7   Bs.-/Unidad","Grande","22/12/2010","Santa Cruz"
"Durazno","Amarillo","Argentina","150   Bs.-/Caja de 23 Kg","10   Bs.-/Kilo","Mediana","22/12/2010","Santa Cruz"
"Durazno","Criollo","Del Valle","170   Bs.-/Caja de 23 Kg","13   Bs.-/Kilo","Grande","22/12/2010","Santa Cruz"
"Espinaca","Comun","Los Negros","80   Bs.-/Bolsa Grande","5   Bs.-/3 Libras","Hoja Grande","22/12/2010","Santa Cruz"
"Frejol","Carioca","Descon.","250   Bs.-/qq","8   Bs.-/Kilo","","22/12/2010","Santa Cruz"
"Frejol","Mantecoso","Descon.","240   Bs.-/qq","7   Bs.-/Kilo","","22/12/2010","Santa Cruz"
"Frejol","Negro","Descon.","240   Bs.-/qq","7   Bs.-/Kilo","","22/12/2010","Santa Cruz"
"Frutilla","Sweet Charlie","Comarapa","310   Bs.-/Kilo","14   Bs.-/Kilo","Grande","22/12/2010","Santa Cruz"
"Haba","Comun (en vaina)","Los Negros","60   Bs.-/Bolsa (2@)","3   Bs.-/3 Libras","Grande","22/12/2010","Santa Cruz"
