"Mercado","producto","variedad","Procedencia","Precio Mayorista","Precio Minorista","observaciones","fecha"
"Trinidad","Zanahoria","Chantenay","Los Negros","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","mercado campesino","25/03/2009"
"Trinidad","Zapallo","Quintalero","Valles Cruceños","0   Bs.-/qq","3   Bs.-/Kilo","mercado campesino","25/03/2009"
"Trinidad","Achojcha","Comun","Los Negros","0   Bs.-/Bolsa (2@)","6   Bs.-/3 Libras","","24/03/2009"
"Trinidad","Arveja","Verde (en vaina)","Comarapa","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","","24/03/2009"
"Trinidad","Brocoli","Bola verde","Los Negros","0   Bs.-/Canasta","6   Bs.-/Unidad","","24/03/2009"
"Trinidad","Cebolla","Roja","Cochabamba","0   Bs.-/Bolsa (8@)","40   Bs.-/Arroba (@)","","24/03/2009"
"Trinidad","Coliflor","Bola de nieve","Los Negros","0   Bs.-/Canasta","8   Bs.-/Unidad","","24/03/2009"
"Trinidad","Frejol","Carioca","Valles Cruceños","0   Bs.-/qq","8   Bs.-/Kilo","","24/03/2009"
"Trinidad","Haba","Comun (en vaina)","Cochabamba","0   Bs.-/Bolsa (2@)","6   Bs.-/3 Libras","","24/03/2009"
"Trinidad","Huevo","de Granja","San juan","0   Bs.-/100 U.","48   Bs.-/100 U.","","24/03/2009"
"Trinidad","Lechuga","Crespa","Los Negros","0   Bs.-/Canasta","10   Bs.-/Unidad","","24/03/2009"
"Trinidad","Lima","Criolla","Comarapa","0   Bs.-/100 U.","8   Bs.-/25 U.","","24/03/2009"
"Trinidad","Limon","Amarillo","Cruceño","0   Bs.-/100 U.","6   Bs.-/25 U.","","24/03/2009"
"Trinidad","Locoto","Cochabambino","Los Negros","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","","24/03/2009"
"Trinidad","Maiz","Choclo","Cochabamba","0   Bs.-/100 U.","2   Bs.-/Docena","","24/03/2009"
"Trinidad","Maiz","Duro","Valles Cruceños","0   Bs.-/qq","2   Bs.-/Kilo","","24/03/2009"
"Trinidad","Mandarina","Japonesa","No determinado","0   Bs.-/100 U.","13   Bs.-/25 U.","","24/03/2009"
"Trinidad","Mani","Rojo largo Desgranado","Valles Cruceños","0   Bs.-/qq","16   Bs.-/Kilo","","24/03/2009"
"Trinidad","Manzana","Lanin royal","Argentina","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","","24/03/2009"
"Trinidad","Papa","Romano","Saipina","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","","24/03/2009"
"Trinidad","Papa","Waycha (Arinosa)","Chapare","0   Bs.-/Bolsa (10@)","44   Bs.-/Arroba (@)","","24/03/2009"
"Trinidad","Papaliza","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","","24/03/2009"
"Trinidad","Pepino","Comun","Los Negros","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","","24/03/2009"
"Trinidad","Pimenton","4 Puntas","Los Negros","0   Bs.-/Bolsa Grande","8   Bs.-/Docena","","24/03/2009"
"Trinidad","Pollo","Granja","Cruceño","0   Bs.-/Kilo","13   Bs.-/Kilo","","24/03/2009"
"Trinidad","Pollo","Granja","Mairana","0   Bs.-/Kilo","12   Bs.-/Kilo","","24/03/2009"
"Trinidad","Repollo","Hibrido","Los Negros","0   Bs.-/Unidad","10   Bs.-/Unidad","","24/03/2009"
"Trinidad","Tomate","Manzana","Los Negros","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","24/03/2009"
"Trinidad","Tomate","Pera","Los Negros","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","24/03/2009"
"Trinidad","Trigo","Comun","Cochabamba","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","","24/03/2009"
"Trinidad","Vainita","Comun","Los Negros","0   Bs.-/Arroba (@)","9   Bs.-/3 Libras","","24/03/2009"
"Trinidad","Zanahoria","Chantenay","Los Negros","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","","24/03/2009"
"Trinidad","Zapallo","Quintalero","Valles Cruceños","0   Bs.-/qq","2   Bs.-/Kilo","","24/03/2009"
"Trinidad","Acelga","Comun","Los Negros","0   Bs.-/Amarro","12   Bs.-/Amarro","","23/03/2009"
"Trinidad","Achojcha","Comun","Los Negros","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","","23/03/2009"
"Trinidad","Arveja","Verde (en vaina)","Comarapa","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","","23/03/2009"
"Trinidad","Brocoli","Bola verde","Los Negros","0   Bs.-/Canasta","10   Bs.-/Unidad","","23/03/2009"
"Trinidad","Cebolla","Roja","Cochabamba","280   Bs.-/Bolsa (8@)","40   Bs.-/Arroba (@)","","23/03/2009"
"Trinidad","Coliflor","Bola de nieve","Los Negros","0   Bs.-/Canasta","10   Bs.-/Unidad","","23/03/2009"
"Trinidad","Durazno","Amarillo","Tarija","250   Bs.-/Caja de 23 Kg","12   Bs.-/Kilo","","23/03/2009"
"Trinidad","Frejol","Carioca","Valles Cruceños","0   Bs.-/qq","8   Bs.-/Kilo","","23/03/2009"
"Trinidad","Frejol","Mantecoso","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","","23/03/2009"
"Trinidad","Frejol","Negro","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","","23/03/2009"
"Trinidad","Haba","Comun (en vaina)","Cochabamba","0   Bs.-/Bolsa (2@)","6   Bs.-/3 Libras","","23/03/2009"
"Trinidad","Huevo","de Granja","San juan","0   Bs.-/100 U.","48   Bs.-/100 U.","","23/03/2009"
"Trinidad","Lechuga","Crespa","Los Negros","0   Bs.-/Canasta","10   Bs.-/Unidad","","23/03/2009"
"Trinidad","Lechuga","Escarola","Los Negros","0   Bs.-/Canasta","5   Bs.-/Unidad","","23/03/2009"
"Trinidad","Lima","Criolla","Comarapa","0   Bs.-/100 U.","8   Bs.-/25 U.","","23/03/2009"
"Trinidad","Limon","Amarillo","Cruceño","0   Bs.-/100 U.","6   Bs.-/25 U.","","23/03/2009"
"Trinidad","Locoto","Cochabambino","Los Negros","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","","23/03/2009"
"Trinidad","Maiz","Blanco","Cochabamba","0   Bs.-/qq","7   Bs.-/Kilo","","23/03/2009"
"Trinidad","Maiz","Choclo","Cochabamba","0   Bs.-/100 U.","2   Bs.-/Docena","","23/03/2009"
"Trinidad","Maiz","Duro","Valles Cruceños","0   Bs.-/qq","4   Bs.-/Kilo","","23/03/2009"
"Trinidad","Mandarina","Criolla","No determinado","0   Bs.-/100 U.","8   Bs.-/25 U.","","23/03/2009"
"Trinidad","Mandarina","Japonesa","No determinado","0   Bs.-/100 U.","13   Bs.-/25 U.","","23/03/2009"
"Trinidad","Mani","Pelado","Valles Cruceños","0   Bs.-/Arroba (@)","18   Bs.-/Kilo","","23/03/2009"
"Trinidad","Mani","Rojo largo Desgranado","Valles Cruceños","0   Bs.-/qq","16   Bs.-/Kilo","","23/03/2009"
"Trinidad","Manzana","Criolla","Vallegrande","0   Bs.-/Arroba (@)","1   Bs.-/Libra","","23/03/2009"
"Trinidad","Manzana","Lanin royal","Argentina","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","","23/03/2009"
"Trinidad","Papa","Romano","Saipina","350   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","","23/03/2009"
"Trinidad","Papa","Waycha (Arinosa)","Chapare","350   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","","23/03/2009"
"Trinidad","Papaliza","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","","23/03/2009"
"Trinidad","Pepino","Comun","Los Negros","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","","23/03/2009"
"Trinidad","Pimenton","4 Puntas","Los Negros","0   Bs.-/Bolsa Grande","10   Bs.-/Docena","","23/03/2009"
"Trinidad","Pollo","Criollo","San juan","0   Bs.-/Kilo","25   Bs.-/Kilo","","23/03/2009"
"Trinidad","Pollo","Granja","Cruceño","0   Bs.-/Kilo","13   Bs.-/Kilo","","23/03/2009"
"Trinidad","Pollo","Granja","Mairana","0   Bs.-/Kilo","12   Bs.-/Kilo","","23/03/2009"
"Trinidad","Repollo","Hibrido","Los Negros","0   Bs.-/Unidad","10   Bs.-/Unidad","","23/03/2009"
"Trinidad","Tomate","Manzana","Los Negros","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","23/03/2009"
"Trinidad","Tomate","Pera","Los Negros","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","23/03/2009"
"Trinidad","Trigo","Comun","Cochabamba","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","","23/03/2009"
"Trinidad","Trigo","Pelado o Curtido","Cochabamba","0   Bs.-/Arroba (@)","9   Bs.-/Kilo","","23/03/2009"
"Trinidad","Vainita","Comun","Los Negros","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","","23/03/2009"
"Trinidad","Zanahoria","Chantenay","Los Negros","0   Bs.-/Bolsa (10@)","35   Bs.-/Arroba (@)","","23/03/2009"
"Trinidad","Zapallo","Quintalero","Valles Cruceños","0   Bs.-/qq","3   Bs.-/Kilo","","23/03/2009"
"Trinidad","Acelga","Comun","Los Negros","0   Bs.-/Amarro","12   Bs.-/Amarro","","21/03/2009"
"Trinidad","Achojcha","Comun","Los Negros","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","","21/03/2009"
"Trinidad","Arveja","Verde (en vaina)","Comarapa","0   Bs.-/Bolsa (2@)","6   Bs.-/3 Libras","","21/03/2009"
"Trinidad","Brocoli","Bola verde","Los Negros","0   Bs.-/Canasta","10   Bs.-/Unidad","","21/03/2009"
"Trinidad","Cebolla","Roja","Cochabamba","0   Bs.-/Bolsa (8@)","42   Bs.-/Arroba (@)","","21/03/2009"
"Trinidad","Coliflor","Bola de nieve","Los Negros","0   Bs.-/Canasta","10   Bs.-/Unidad","","21/03/2009"
"Trinidad","Durazno","Amarillo","Tarija","0   Bs.-/Caja de 23 Kg","12   Bs.-/Kilo","","21/03/2009"
"Trinidad","Frejol","Carioca","Valles Cruceños","0   Bs.-/qq","8   Bs.-/Kilo","","21/03/2009"
"Trinidad","Frejol","Mantecoso","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","","21/03/2009"
"Trinidad","Frejol","Negro","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","","21/03/2009"
"Trinidad","Haba","Comun (en vaina)","Cochabamba","0   Bs.-/Bolsa (2@)","6   Bs.-/3 Libras","","21/03/2009"
"Trinidad","Huevo","de Granja","San juan","0   Bs.-/100 U.","50   Bs.-/100 U.","","21/03/2009"
"Trinidad","Lechuga","Crespa","Los Negros","0   Bs.-/Canasta","10   Bs.-/Unidad","","21/03/2009"
"Trinidad","Lechuga","Escarola","Los Negros","0   Bs.-/Canasta","5   Bs.-/Unidad","","21/03/2009"
"Trinidad","Lima","Criolla","Comarapa","0   Bs.-/100 U.","8   Bs.-/25 U.","","21/03/2009"
"Trinidad","Limon","Amarillo","Cruceño","0   Bs.-/100 U.","6   Bs.-/25 U.","","21/03/2009"
"Trinidad","Locoto","Cochabambino","Los Negros","0   Bs.-/Arroba (@)","9   Bs.-/3 Libras","","21/03/2009"
"Trinidad","Maiz","Blanco","Cochabamba","0   Bs.-/qq","7   Bs.-/Kilo","","21/03/2009"
"Trinidad","Maiz","Choclo","Cochabamba","0   Bs.-/100 U.","2   Bs.-/Docena","","21/03/2009"
"Trinidad","Maiz","Duro","Valles Cruceños","0   Bs.-/qq","2   Bs.-/Kilo","","21/03/2009"
"Trinidad","Mandarina","Japonesa","No determinado","0   Bs.-/100 U.","13   Bs.-/25 U.","","21/03/2009"
"Trinidad","Mani","Pelado","Valles Cruceños","0   Bs.-/Arroba (@)","18   Bs.-/Kilo","","21/03/2009"
"Trinidad","Mani","Rojo largo Desgranado","Valles Cruceños","0   Bs.-/qq","15   Bs.-/Kilo","","21/03/2009"
"Trinidad","Manzana","Criolla","Vallegrande","0   Bs.-/Arroba (@)","1   Bs.-/Libra","","21/03/2009"
"Trinidad","Manzana","Lanin royal","Argentina","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","","21/03/2009"
"Trinidad","Papa","Romano","Saipina","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","","21/03/2009"
"Trinidad","Papa","Waycha (Arinosa)","Chapare","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","","21/03/2009"
"Trinidad","Papaliza","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","9   Bs.-/3 Libras","","21/03/2009"
"Trinidad","Pepino","Comun","Los Negros","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","","21/03/2009"
"Trinidad","Pimenton","4 Puntas","Los Negros","0   Bs.-/Bolsa Grande","15   Bs.-/Docena","","21/03/2009"
"Trinidad","Pollo","Criollo","San juan","0   Bs.-/Kilo","25   Bs.-/Kilo","","21/03/2009"
"Trinidad","Pollo","Granja","Mairana","0   Bs.-/Kilo","12   Bs.-/Kilo","","21/03/2009"
"Trinidad","Pollo","Granja","Cruceño","0   Bs.-/Kilo","13   Bs.-/Kilo","","21/03/2009"
"Trinidad","Repollo","Hibrido","Los Negros","0   Bs.-/Unidad","10   Bs.-/Unidad","","21/03/2009"
"Trinidad","Tomate","Manzana","Los Negros","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","21/03/2009"
"Trinidad","Tomate","Pera","Los Negros","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","21/03/2009"
"Trinidad","Trigo","Comun","Cochabamba","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","","21/03/2009"
"Trinidad","Trigo","Pelado o Curtido","Cochabamba","0   Bs.-/Arroba (@)","9   Bs.-/Kilo","","21/03/2009"
"Trinidad","Vainita","Comun","Los Negros","0   Bs.-/Arroba (@)","9   Bs.-/3 Libras","","21/03/2009"
"Trinidad","Zanahoria","Chantenay","Los Negros","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","","21/03/2009"
"Trinidad","Zapallo","Quintalero","Valles Cruceños","0   Bs.-/qq","3   Bs.-/Kilo","","21/03/2009"
"Trinidad","Acelga","Comun","Los Negros","0   Bs.-/Amarro","12   Bs.-/Amarro","","20/03/2009"
"Trinidad","Achojcha","Comun","Los Negros","0   Bs.-/Bolsa (2@)","6   Bs.-/3 Libras","","20/03/2009"
"Trinidad","Arveja","Verde (en vaina)","Comarapa","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","","20/03/2009"
"Trinidad","Brocoli","Bola verde","Los Negros","0   Bs.-/Canasta","8   Bs.-/Unidad","","20/03/2009"
"Trinidad","Cebolla","Roja","Cochabamba","0   Bs.-/Bolsa (8@)","35   Bs.-/Arroba (@)","","20/03/2009"
"Trinidad","Durazno","Amarillo","Tarija","250   Bs.-/Caja de 23 Kg","12   Bs.-/Kilo","","20/03/2009"
"Trinidad","Frejol","Carioca","Valles Cruceños","0   Bs.-/qq","8   Bs.-/Kilo","","20/03/2009"
"Trinidad","Haba","Comun (en vaina)","Cochabamba","0   Bs.-/Bolsa (2@)","6   Bs.-/3 Libras","","20/03/2009"
"Trinidad","Huevo","de Granja","San juan","0   Bs.-/100 U.","48   Bs.-/100 U.","","20/03/2009"
"Trinidad","Lechuga","Crespa","Los Negros","0   Bs.-/Canasta","10   Bs.-/Unidad","","20/03/2009"
"Trinidad","Lechuga","Escarola","Los Negros","0   Bs.-/Canasta","5   Bs.-/Unidad","","20/03/2009"
"Trinidad","Lima","Criolla","Comarapa","0   Bs.-/100 U.","8   Bs.-/25 U.","","20/03/2009"
"Trinidad","Limon","Amarillo","Cruceño","0   Bs.-/100 U.","5   Bs.-/25 U.","","20/03/2009"
"Trinidad","Locoto","Cochabambino","Los Negros","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","","20/03/2009"
"Trinidad","Maiz","Blanco","Cochabamba","0   Bs.-/qq","4   Bs.-/Kilo","","20/03/2009"
"Trinidad","Maiz","Choclo","Cochabamba","0   Bs.-/100 U.","2   Bs.-/Docena","","20/03/2009"
"Trinidad","Maiz","Duro","Valles Cruceños","0   Bs.-/qq","2   Bs.-/Kilo","","20/03/2009"
"Trinidad","Mandarina","Criolla","No determinado","0   Bs.-/100 U.","8   Bs.-/25 U.","","20/03/2009"
"Trinidad","Mandarina","Japonesa","No determinado","0   Bs.-/100 U.","13   Bs.-/25 U.","","20/03/2009"
"Trinidad","Mani","Rojo largo Desgranado","Valles Cruceños","0   Bs.-/qq","16   Bs.-/Kilo","","20/03/2009"
"Trinidad","Manzana","Criolla","Vallegrande","0   Bs.-/Arroba (@)","1   Bs.-/Libra","","20/03/2009"
"Trinidad","Manzana","Lanin royal","Argentina","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","","20/03/2009"
"Trinidad","Papa","Romano","Saipina","0   Bs.-/Bolsa (10@)","38   Bs.-/Arroba (@)","","20/03/2009"
"Trinidad","Papa","Waycha (Arinosa)","Chapare","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","","20/03/2009"
"Trinidad","Papaliza","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","","20/03/2009"
"Trinidad","Pepino","Comun","Los Negros","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","","20/03/2009"
"Trinidad","Pimenton","4 Puntas","Los Negros","0   Bs.-/Bolsa Grande","8   Bs.-/Docena","","20/03/2009"
"Trinidad","Pollo","Granja","Mairana","0   Bs.-/Kilo","12   Bs.-/Kilo","","20/03/2009"
"Trinidad","Pollo","Granja","Cruceño","0   Bs.-/Kilo","13   Bs.-/Kilo","","20/03/2009"
"Trinidad","Repollo","Hibrido","Los Negros","0   Bs.-/Unidad","8   Bs.-/Unidad","","20/03/2009"
"Trinidad","Tomate","Manzana","Los Negros","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","20/03/2009"
"Trinidad","Tomate","Pera","Los Negros","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","20/03/2009"
"Trinidad","Trigo","Comun","Cochabamba","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","","20/03/2009"
"Trinidad","Vainita","Comun","Los Negros","0   Bs.-/Arroba (@)","9   Bs.-/3 Libras","","20/03/2009"
"Trinidad","Zanahoria","Chantenay","Los Negros","0   Bs.-/Bolsa (10@)","30   Bs.-/Arroba (@)","","20/03/2009"
"Trinidad","Zapallo","Quintalero","Valles Cruceños","0   Bs.-/qq","2   Bs.-/Kilo","","20/03/2009"
"Trinidad","Acelga","Comun","Los Negros","0   Bs.-/Amarro","12   Bs.-/Amarro","","19/03/2009"
"Trinidad","Achojcha","Comun","Los Negros","0   Bs.-/Bolsa (2@)","9   Bs.-/3 Libras","","19/03/2009"
"Trinidad","Arveja","Verde (en vaina)","Comarapa","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","","19/03/2009"
"Trinidad","Brocoli","Bola verde","Los Negros","0   Bs.-/Canasta","6   Bs.-/Unidad","","19/03/2009"
"Trinidad","Cebolla","Roja","Cochabamba","0   Bs.-/Bolsa (8@)","40   Bs.-/Arroba (@)","","19/03/2009"
"Trinidad","Coliflor","Bola de nieve","Los Negros","0   Bs.-/Canasta","8   Bs.-/Unidad","","19/03/2009"
"Trinidad","Frejol","Carioca","Valles Cruceños","0   Bs.-/qq","8   Bs.-/Kilo","","19/03/2009"
"Trinidad","Haba","Comun (en vaina)","Cochabamba","0   Bs.-/Bolsa (2@)","6   Bs.-/3 Libras","","19/03/2009"
"Trinidad","Huevo","Criollo","Valles Cruceños","0   Bs.-/100 U.","100   Bs.-/100 U.","","19/03/2009"
"Trinidad","Huevo","de Granja","San juan","0   Bs.-/100 U.","48   Bs.-/100 U.","","19/03/2009"
"Trinidad","Lechuga","Crespa","Los Negros","0   Bs.-/Canasta","10   Bs.-/Unidad","","19/03/2009"
"Trinidad","Lechuga","Escarola","Los Negros","0   Bs.-/Canasta","5   Bs.-/Unidad","","19/03/2009"
"Trinidad","Lima","Criolla","Comarapa","0   Bs.-/100 U.","8   Bs.-/25 U.","","19/03/2009"
"Trinidad","Limon","Amarillo","Cruceño","0   Bs.-/100 U.","6   Bs.-/25 U.","","19/03/2009"
"Trinidad","Locoto","Cochabambino","Los Negros","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","","19/03/2009"
"Trinidad","Maiz","Blanco","Cochabamba","0   Bs.-/qq","3   Bs.-/Kilo","","19/03/2009"
"Trinidad","Maiz","Blanco pelado","Cochabamba","0   Bs.-/qq","4   Bs.-/Kilo","","19/03/2009"
"Trinidad","Maiz","Choclo","Cochabamba","0   Bs.-/100 U.","2   Bs.-/Docena","","19/03/2009"
"Trinidad","Maiz","Duro","Valles Cruceños","0   Bs.-/qq","7   Bs.-/Kilo","","19/03/2009"
"Trinidad","Mandarina","Criolla","No determinado","0   Bs.-/100 U.","9   Bs.-/25 U.","","19/03/2009"
"Trinidad","Mandarina","Japonesa","No determinado","0   Bs.-/100 U.","13   Bs.-/25 U.","","19/03/2009"
"Trinidad","Mani","Rojo largo Desgranado","Valles Cruceños","0   Bs.-/qq","16   Bs.-/Kilo","","19/03/2009"
"Trinidad","Manzana","Lanin royal","Argentina","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","","19/03/2009"
"Trinidad","Papa","Romano","Saipina","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","","19/03/2009"
"Trinidad","Papaliza","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","","19/03/2009"
"Trinidad","Pepino","Comun","Los Negros","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","","19/03/2009"
"Trinidad","Pimenton","4 Puntas","Los Negros","0   Bs.-/Bolsa Grande","10   Bs.-/Docena","","19/03/2009"
"Trinidad","Pollo","Granja","Mairana","0   Bs.-/Kilo","12   Bs.-/Kilo","","19/03/2009"
"Trinidad","Pollo","Granja","Cruceño","0   Bs.-/Kilo","14   Bs.-/Kilo","","19/03/2009"
"Trinidad","Repollo","Hibrido","Los Negros","0   Bs.-/Unidad","5   Bs.-/Unidad","","19/03/2009"
"Trinidad","Tomate","Manzana","Los Negros","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","19/03/2009"
"Trinidad","Tomate","Pera","Los Negros","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","","19/03/2009"
"Trinidad","Trigo","Comun","Cochabamba","0   Bs.-/Arroba (@)","8   Bs.-/Kilo","","19/03/2009"
"Trinidad","Vainita","Comun","Los Negros","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","","19/03/2009"
"Trinidad","Zanahoria","Chantenay","Los Negros","0   Bs.-/Bolsa (10@)","30   Bs.-/Arroba (@)","","19/03/2009"
"Trinidad","Zapallo","Quintalero","Valles Cruceños","0   Bs.-/qq","3   Bs.-/Kilo","","19/03/2009"
"Trinidad","Acelga","Comun","Los Negros","0   Bs.-/Amarro","12   Bs.-/Amarro","","18/03/2009"
"Trinidad","Achojcha","Comun","Los Negros","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","","18/03/2009"
"Trinidad","Arveja","Verde (en vaina)","Comarapa","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","","18/03/2009"
"Trinidad","Brocoli","Bola verde","Los Negros","0   Bs.-/Canasta","10   Bs.-/Unidad","","18/03/2009"
"Trinidad","Cebolla","Roja","Cochabamba","0   Bs.-/Bolsa (8@)","40   Bs.-/Arroba (@)","","18/03/2009"
"Trinidad","Coliflor","Bola de nieve","Los Negros","0   Bs.-/Canasta","10   Bs.-/Unidad","","18/03/2009"
"Trinidad","Frejol","Carioca","Valles Cruceños","0   Bs.-/qq","8   Bs.-/Kilo","","18/03/2009"
"Trinidad","Frejol","Mantecoso","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","","18/03/2009"
"Trinidad","Frejol","Negro","Cochabamba","0   Bs.-/qq","10   Bs.-/Kilo","","18/03/2009"
"Trinidad","Haba","Comun (en vaina)","Cochabamba","0   Bs.-/Bolsa (2@)","9   Bs.-/3 Libras","","18/03/2009"
"Trinidad","Huevo","de Granja","San juan","0   Bs.-/100 U.","48   Bs.-/100 U.","","18/03/2009"
"Trinidad","Lechuga","Crespa","Los Negros","0   Bs.-/Canasta","8   Bs.-/Unidad","","18/03/2009"
"Trinidad","Lechuga","Escarola","Los Negros","0   Bs.-/Canasta","5   Bs.-/Unidad","","18/03/2009"
"Trinidad","Lima","Criolla","Comarapa","0   Bs.-/100 U.","8   Bs.-/25 U.","","18/03/2009"
"Trinidad","Limon","Amarillo","Cruceño","0   Bs.-/100 U.","6   Bs.-/25 U.","","18/03/2009"
"Trinidad","Locoto","Cochabambino","Los Negros","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","","18/03/2009"
"Trinidad","Maiz","Blanco","Cochabamba","0   Bs.-/qq","7   Bs.-/Kilo","","18/03/2009"
"Trinidad","Maiz","Blanco pelado","Cochabamba","0   Bs.-/qq","8   Bs.-/Kilo","","18/03/2009"
"Trinidad","Maiz","Choclo","Cochabamba","0   Bs.-/100 U.","2   Bs.-/Docena","","18/03/2009"
"Trinidad","Maiz","Duro","Valles Cruceños","0   Bs.-/qq","4   Bs.-/Kilo","","18/03/2009"
"Trinidad","Maiz","Morocho (Culli)","Valles Cruceños","0   Bs.-/qq","3   Bs.-/Kilo","","18/03/2009"
"Trinidad","Mandarina","Criolla","No determinado","0   Bs.-/100 U.","8   Bs.-/25 U.","","18/03/2009"
"Trinidad","Mandarina","Japonesa","No determinado","0   Bs.-/100 U.","13   Bs.-/25 U.","","18/03/2009"
"Trinidad","Mani","Pelado","Valles Cruceños","0   Bs.-/Arroba (@)","18   Bs.-/Kilo","","18/03/2009"
"Trinidad","Mani","Rojo largo Desgranado","Valles Cruceños","0   Bs.-/qq","15   Bs.-/Kilo","","18/03/2009"
"Trinidad","Manzana","Criolla","Vallegrande","0   Bs.-/Arroba (@)","1   Bs.-/Libra","","18/03/2009"
"Trinidad","Manzana","Lanin royal","Argentina","0   Bs.-/Caja de 150U.","2   Bs.-/Unidad","","18/03/2009"
"Trinidad","Papa","Romano","Saipina","0   Bs.-/Bolsa (10@)","38   Bs.-/Arroba (@)","","18/03/2009"
"Trinidad","Papa","Waycha (Arinosa)","Chapare","0   Bs.-/Bolsa (10@)","40   Bs.-/Arroba (@)","","18/03/2009"
"Trinidad","Papaliza","Amarilla","Cochabamba","0   Bs.-/Arroba (@)","12   Bs.-/3 Libras","","18/03/2009"
"Trinidad","Pepino","Comun","Los Negros","0   Bs.-/Arroba (@)","6   Bs.-/3 Libras","","18/03/2009"
"Trinidad","Pimenton","4 Puntas","Los Negros","0   Bs.-/Bolsa Grande","15   Bs.-/Docena","","18/03/2009"
"Trinidad","Pollo","Criollo","San juan","0   Bs.-/Kilo","25   Bs.-/Kilo","","18/03/2009"
"Trinidad","Pollo","Granja","Mairana","0   Bs.-/Kilo","12   Bs.-/Kilo","","18/03/2009"
