"producto","variedad","Precio Mayorista","Precio Minorista","Procedencia","observaciones","fecha","Mercado"
"Frejol","Mantecoso","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","30/12/2015","Trinidad"
"Frejol","Negro","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","30/12/2015","Trinidad"
"Frutilla","Sweet Charlie","0   Bs.-/Kilo","20   Bs.-/Kilo","Santa Cruz","","30/12/2015","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","30/12/2015","Trinidad"
"Harina","de Maiz amarillo","0   Bs.-/qq","40   Bs.-/Arroba (@)","Santa Cruz","","30/12/2015","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","65   Bs.-/Arroba (@)","Santa Cruz","","30/12/2015","Trinidad"
"Harina","Morada","0   Bs.-/qq","100   Bs.-/Arroba (@)","Beni","","30/12/2015","Trinidad"
"Huevo","Criollo","0   Bs.-/100 U.","68   Bs.-/100 U.","Santa Cruz","","30/12/2015","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","4   Bs.-/100 U.","Santa Cruz","","30/12/2015","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","30/12/2015","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","2   Bs.-/Unidad","Santa Cruz","","30/12/2015","Trinidad"
"Limon","Amarillo","0   Bs.-/100 U.","13   Bs.-/25 U.","Santa Cruz","","30/12/2015","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","30/12/2015","Trinidad"
"Limon","de Licuar","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","30/12/2015","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","30/12/2015","Trinidad"
"Maiz","Blanco","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","30/12/2015","Trinidad"
"Maiz","Choclo","0   Bs.-/100 U.","24   Bs.-/Docena","Beni","","30/12/2015","Trinidad"
"Maiz","Duro","0   Bs.-/qq","4   Bs.-/Kilo","Santa Cruz","","30/12/2015","Trinidad"
"Maiz","Morocho (Culli)","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","30/12/2015","Trinidad"
"Mandarina","Japonesa","30   Bs.-/100 U.","10   Bs.-/25 U.","Santa Cruz","","30/12/2015","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","30/12/2015","Trinidad"
"Manzana","Lanin royal","0   Bs.-/Caja de 150U.","3   Bs.-/Unidad","Santa Cruz","","30/12/2015","Trinidad"
"Naranja","Criolla","30   Bs.-/100 U.","10   Bs.-/25 U.","Santa Cruz","","30/12/2015","Trinidad"
"Oca","Amarilla","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","","30/12/2015","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","60   Bs.-/Arroba (@)","Santa Cruz","","30/12/2015","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","60   Bs.-/Arroba (@)","Santa Cruz","","30/12/2015","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","30/12/2015","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","2   Bs.-/3 Libras","Santa Cruz","","30/12/2015","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","24   Bs.-/Docena","Santa Cruz","grandes","30/12/2015","Trinidad"
"Pollo","Criollo","0   Bs.-/Kilo","15   Bs.-/Kilo","Santa Cruz","pollo beniano","30/12/2015","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","16   Bs.-/Kilo","Santa Cruz","sofia","30/12/2015","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","12   Bs.-/Unidad","Santa Cruz","grandes","30/12/2015","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","6   Bs.-/Kilo","Santa Cruz","","30/12/2015","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","10   Bs.-/Kilo","Santa Cruz","","30/12/2015","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","10   Bs.-/3 Libras","Santa Cruz","","30/12/2015","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","50   Bs.-/Arroba (@)","Beni","","30/12/2015","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","50   Bs.-/Arroba (@)","Santa Cruz","","30/12/2015","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","5   Bs.-/Kilo","Santa Cruz","","30/12/2015","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","15   Bs.-/Amarro","Santa Cruz","","29/12/2015","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","29/12/2015","Trinidad"
"Aji","Amarillo en Vaina Dulce","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Aji","Amarillo en Vaina Picante","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","Santa Cruz","","29/12/2015","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Azucar","Unagro","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","8   Bs.-/Unidad","Santa Cruz","","29/12/2015","Trinidad"
"Cebolla","Roja","0   Bs.-/Bolsa (8@)","50   Bs.-/Arroba (@)","Santa Cruz","","29/12/2015","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","10   Bs.-/Unidad","Santa Cruz","grandes","29/12/2015","Trinidad"
"Durazno","Amarillo","0   Bs.-/Caja de 23 Kg","20   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Frejol","Mantecoso","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Frejol","Negro","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Frutilla","Sweet Charlie","0   Bs.-/Kilo","20   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","29/12/2015","Trinidad"
"Harina","de Maiz amarillo","0   Bs.-/qq","40   Bs.-/Arroba (@)","Santa Cruz","","29/12/2015","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","68   Bs.-/Arroba (@)","Santa Cruz","","29/12/2015","Trinidad"
"Huevo","Criollo","80   Bs.-/100 U.","100   Bs.-/100 U.","Beni","","29/12/2015","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","65   Bs.-/100 U.","Santa Cruz","","29/12/2015","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","2   Bs.-/Unidad","Santa Cruz","","29/12/2015","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","4   Bs.-/Unidad","Santa Cruz","","29/12/2015","Trinidad"
"Limon","Amarillo","0   Bs.-/100 U.","13   Bs.-/25 U.","Beni","","29/12/2015","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","29/12/2015","Trinidad"
"Limon","de Licuar","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","29/12/2015","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","9   Bs.-/3 Libras","Santa Cruz","","29/12/2015","Trinidad"
"Maiz","Blanco","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Maiz","Choclo","0   Bs.-/100 U.","24   Bs.-/Docena","Santa Cruz","","29/12/2015","Trinidad"
"Maiz","Duro","0   Bs.-/qq","4   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Maiz","Morocho (Culli)","0   Bs.-/qq","8   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Mandarina","Japonesa","30   Bs.-/100 U.","10   Bs.-/25 U.","Santa Cruz","","29/12/2015","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Manzana","Lanin royal","0   Bs.-/Caja de 150U.","3   Bs.-/Unidad","Santa Cruz","","29/12/2015","Trinidad"
"Naranja","Criolla","30   Bs.-/100 U.","10   Bs.-/25 U.","Santa Cruz","","29/12/2015","Trinidad"
"Oca","Amarilla","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","","29/12/2015","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","60   Bs.-/Arroba (@)","Santa Cruz","","29/12/2015","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","60   Bs.-/Arroba (@)","Santa Cruz","","29/12/2015","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","29/12/2015","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","3   Bs.-/3 Libras","Santa Cruz","","29/12/2015","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","20   Bs.-/Docena","Santa Cruz","","29/12/2015","Trinidad"
"Pollo","Criollo","0   Bs.-/Kilo","15   Bs.-/Kilo","Santa Cruz","pollo benianos","29/12/2015","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","16   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","12   Bs.-/Unidad","Santa Cruz","grandes","29/12/2015","Trinidad"
"Tomate","Manzana","0   Bs.-/Caja de 18 Kg","6   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","5   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","10   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","10   Bs.-/3 Libras","Santa Cruz","","29/12/2015","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","50   Bs.-/Arroba (@)","Beni","","29/12/2015","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","60   Bs.-/Arroba (@)","Santa Cruz","","29/12/2015","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","5   Bs.-/Kilo","Santa Cruz","","29/12/2015","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","18   Bs.-/Amarro","Santa Cruz","","28/12/2015","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","28/12/2015","Trinidad"
"Aji","Amarillo en Vaina Dulce","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","Santa Cruz","","28/12/2015","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Azucar","Unagro","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","8   Bs.-/Unidad","Santa Cruz","","28/12/2015","Trinidad"
"Cebolla","Roja","0   Bs.-/Bolsa (8@)","60   Bs.-/Arroba (@)","Santa Cruz","","28/12/2015","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","10   Bs.-/Unidad","Santa Cruz","","28/12/2015","Trinidad"
"Durazno","Amarillo","0   Bs.-/Caja de 23 Kg","20   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Frejol","Mantecoso","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Frejol","Negro","0   Bs.-/qq","12   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Frutilla","Sweet Charlie","0   Bs.-/Kilo","20   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","28/12/2015","Trinidad"
"Harina","de Maiz amarillo","0   Bs.-/qq","40   Bs.-/Arroba (@)","Santa Cruz","","28/12/2015","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","65   Bs.-/Arroba (@)","Santa Cruz","","28/12/2015","Trinidad"
"Huevo","Criollo","0   Bs.-/100 U.","100   Bs.-/100 U.","Beni","","28/12/2015","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","65   Bs.-/100 U.","Santa Cruz","","28/12/2015","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","3   Bs.-/Unidad","Santa Cruz","","28/12/2015","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","4   Bs.-/Unidad","Santa Cruz","","28/12/2015","Trinidad"
"Limon","Amarillo","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","28/12/2015","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","28/12/2015","Trinidad"
"Limon","de Licuar","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","28/12/2015","Trinidad"
"Locoto","Cochabambino","0   Bs.-/Arroba (@)","9   Bs.-/3 Libras","Santa Cruz","","28/12/2015","Trinidad"
"Maiz","Blanco","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Maiz","Choclo","0   Bs.-/100 U.","24   Bs.-/Docena","Santa Cruz","","28/12/2015","Trinidad"
"Maiz","Duro","0   Bs.-/qq","4   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Mandarina","Japonesa","30   Bs.-/100 U.","10   Bs.-/25 U.","Santa Cruz","","28/12/2015","Trinidad"
"Mani","Pelado","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Manzana","Lanin royal","0   Bs.-/Caja de 150U.","3   Bs.-/Unidad","Santa Cruz","","28/12/2015","Trinidad"
"Naranja","Criolla","30   Bs.-/100 U.","10   Bs.-/25 U.","Santa Cruz","","28/12/2015","Trinidad"
"Oca","Amarilla","0   Bs.-/Arroba (@)","4   Bs.-/3 Libras","Santa Cruz","","28/12/2015","Trinidad"
"Papa","Desiree (Holandesa)","0   Bs.-/Bolsa (10@)","60   Bs.-/Arroba (@)","Santa Cruz","","28/12/2015","Trinidad"
"Papa","Waycha (Arinosa)","0   Bs.-/Bolsa (10@)","60   Bs.-/Arroba (@)","Santa Cruz","","28/12/2015","Trinidad"
"Papaliza","Amarilla","0   Bs.-/Arroba (@)","8   Bs.-/3 Libras","Santa Cruz","","28/12/2015","Trinidad"
"Pepino","Comun","0   Bs.-/Arroba (@)","3   Bs.-/3 Libras","Santa Cruz","","28/12/2015","Trinidad"
"Pimenton","4 Puntas","0   Bs.-/Bolsa Grande","20   Bs.-/Docena","Santa Cruz","","28/12/2015","Trinidad"
"Pollo","Criollo","0   Bs.-/Kilo","14   Bs.-/Kilo","Santa Cruz","pollo beniano","28/12/2015","Trinidad"
"Pollo","Granja","0   Bs.-/Kilo","15   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Repollo","Hibrido","0   Bs.-/Unidad","10   Bs.-/Unidad","Santa Cruz","","28/12/2015","Trinidad"
"Tomate","Pera","0   Bs.-/Caja de 18 Kg","6   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Trigo","Comun","0   Bs.-/Arroba (@)","10   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Vainita","Comun","0   Bs.-/Arroba (@)","10   Bs.-/3 Libras","Santa Cruz","","28/12/2015","Trinidad"
"Yuca","Blanca","0   Bs.-/Bolsa (4@)","50   Bs.-/Arroba (@)","Beni","","28/12/2015","Trinidad"
"Zanahoria","Chantenay","0   Bs.-/Bolsa (10@)","50   Bs.-/Arroba (@)","Santa Cruz","","28/12/2015","Trinidad"
"Zapallo","Quintalero","0   Bs.-/Kilo","4   Bs.-/Kilo","Santa Cruz","","28/12/2015","Trinidad"
"Acelga","Comun","0   Bs.-/Amarro","15   Bs.-/Amarro","Santa Cruz","","23/12/2015","Trinidad"
"Achojcha","Comun","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","23/12/2015","Trinidad"
"Aji","Amarillo en Vaina Dulce","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","23/12/2015","Trinidad"
"Aji","Amarillo en Vaina Picante","0   Bs.-/Arroba (@)","20   Bs.-/Kilo","Santa Cruz","","23/12/2015","Trinidad"
"Arveja","Verde (en vaina)","0   Bs.-/Bolsa (2@)","12   Bs.-/3 Libras","Santa Cruz","","23/12/2015","Trinidad"
"Azucar","Guabira","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","23/12/2015","Trinidad"
"Azucar","San Aurelio","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","23/12/2015","Trinidad"
"Azucar","Unagro","0   Bs.-/qq","5   Bs.-/Kilo","Santa Cruz","","23/12/2015","Trinidad"
"Brocoli","Bola verde","0   Bs.-/Canasta","8   Bs.-/Unidad","Santa Cruz","","23/12/2015","Trinidad"
"Cebolla","Roja","0   Bs.-/Bolsa (8@)","50   Bs.-/Arroba (@)","Santa Cruz","","23/12/2015","Trinidad"
"Coliflor","Bola de nieve","0   Bs.-/Canasta","8   Bs.-/Unidad","Santa Cruz","","23/12/2015","Trinidad"
"Frejol","Carioca","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","23/12/2015","Trinidad"
"Frejol","Mantecoso","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","23/12/2015","Trinidad"
"Frejol","Negro","0   Bs.-/qq","10   Bs.-/Kilo","Santa Cruz","","23/12/2015","Trinidad"
"Frutilla","Sweet Charlie","0   Bs.-/Kilo","20   Bs.-/Kilo","Santa Cruz","","23/12/2015","Trinidad"
"Haba","Comun (en vaina)","0   Bs.-/Bolsa (2@)","8   Bs.-/3 Libras","Santa Cruz","","23/12/2015","Trinidad"
"Harina","de Maiz amarillo","0   Bs.-/qq","40   Bs.-/Arroba (@)","Santa Cruz","","23/12/2015","Trinidad"
"Harina","de Trigo","0   Bs.-/qq","65   Bs.-/Arroba (@)","Santa Cruz","","23/12/2015","Trinidad"
"Huevo","Criollo","0   Bs.-/100 U.","100   Bs.-/100 U.","Beni","","23/12/2015","Trinidad"
"Huevo","de Granja","0   Bs.-/100 U.","58   Bs.-/100 U.","Santa Cruz","","23/12/2015","Trinidad"
"Lechuga","Crespa","0   Bs.-/Canasta","2   Bs.-/Unidad","Santa Cruz","","23/12/2015","Trinidad"
"Lechuga","Escarola","0   Bs.-/Canasta","4   Bs.-/Unidad","Santa Cruz","","23/12/2015","Trinidad"
"Limon","Amarillo","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","23/12/2015","Trinidad"
"Limon","Criollo","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","23/12/2015","Trinidad"
"Limon","de Licuar","0   Bs.-/100 U.","15   Bs.-/25 U.","Santa Cruz","","23/12/2015","Trinidad"
